pmid,sent,text,hedge
30553900,4,"Ten ophthalmologists (5 general ophthalmologists, 4 retina specialists, 1 retina fellow) read images for DR severity based on the International Clinical Diabetic Retinopathy disease severity scale in each of 3 conditions: unassisted, grades only, or grades plus heatmap.",0
30553900,5,Grades-only assistance comprised a histogram of DR predictions (grades) from a trained deep-learning model.,0
30553900,6,"For grades plus heatmap, we additionally showed explanatory heatmaps.",0
30553900,7,"For each experiment arm, we computed sensitivity and specificity of each reader and the algorithm for different levels of DR severity against an adjudicated reference standard.",0
30553900,8,"We also measured accuracy (exact 5-class level agreement and Cohen's quadratically weighted κ), reader-reported confidence (5-point Likert scale), and grading time.",0
30553900,9,Readers graded more accurately with model assistance than without for the grades-only condition (P < 0.001).,0
30553900,10,"Grades plus heatmaps improved accuracy for patients with DR (P < 0.001), but reduced accuracy for patients without DR (P = 0.006).",1
30553900,11,"Both forms of assistance increased readers' sensitivity moderate-or-worse DR: unassisted: mean, 79.4% [95% confidence interval (CI), 72.3%-86.5%]; grades only: mean, 87.5% [95% CI, 85.1%-89.9%]; grades plus heatmap: mean, 88.7% [95% CI, 84.9%-92.5%] without a corresponding drop in specificity (unassisted: mean, 96.6% [95% CI, 95.9%-97.4%]; grades only: mean, 96.1% [95% CI, 95.5%-96.7%]; grades plus heatmap: mean, 95.5% [95% CI, 94.8%-96.1%]).",1
30553900,12,Algorithmic assistance increased the accuracy of retina specialists above that of the unassisted reader or model alone; and increased grading confidence and grading time across all readers.,0
30553900,13,"For most cases, grades plus heatmap was only as effective as grades only.",0
30553900,14,"Over the course of the experiment, grading time decreased across all conditions, although most sharply for grades plus heatmap.",0
30553900,15,"Deep learning algorithms can improve the accuracy of, and confidence in, DR diagnosis in an assisted read setting.",0
30553900,16,"They also may increase grading time, although these effects may be ameliorated with experience.",1
29224926,1,Development and validation of a fully automated method to detect and quantify macular fluid in conventional OCT images.,0
29224926,2,Development of a diagnostic modality.,0
29224926,3,"The clinical dataset for fluid detection consisted of 1200 OCT volumes of patients with neovascular age-related macular degeneration (AMD, n = 400), diabetic macular edema (DME, n = 400), or retinal vein occlusion (RVO, n = 400) acquired with Zeiss Cirrus (Carl Zeiss Meditec, Dublin, CA) (n = 600) or Heidelberg Spectralis (Heidelberg Engineering, Heidelberg, Germany) (n = 600) OCT devices.",0
29224926,4,A method based on deep learning to automatically detect and quantify intraretinal cystoid fluid (IRC) and subretinal fluid (SRF) was developed.,0
29224926,5,The performance of the algorithm in accurately identifying fluid localization and extent was evaluated against a manual consensus reading of 2 masked reading center graders.,0
29224926,6,"Performance of a fully automated method to accurately detect, differentiate, and quantify intraretinal and SRF using area under the receiver operating characteristics curves, precision, and recall.",0
29224926,7,"The newly designed, fully automated diagnostic method based on deep learning achieved optimal accuracy for the detection and quantification of IRC for all 3 macular pathologies with a mean accuracy (AUC) of 0.94 (range, 0.91-0.97), a mean precision of 0.91, and a mean recall of 0.84.",0
29224926,8,"The detection and measurement of SRF were also highly accurate with an AUC of 0.92 (range, 0.86-0.98), a mean precision of 0.61, and a mean recall of 0.81, with superior performance in neovascular AMD and RVO compared with DME, which was represented rarely in the population studied.",0
29224926,9,"High linear correlation was confirmed between automated and manual fluid localization and quantification, yielding an average Pearson's correlation coefficient of 0.90 for IRC and of 0.96 for SRF.",0
29224926,10,Deep learning in retinal image analysis achieves excellent accuracy for the differential detection of retinal fluid types across the most prevalent exudative macular diseases and OCT devices.,0
29224926,11,"Furthermore, quantification of fluid achieves a high level of concordance with manual expert assessment.",0
29224926,12,Fully automated analysis of retinal OCT images from clinical routine provides a promising horizon in improving accuracy and reliability of retinal diagnosis for research and clinical practice in ophthalmology.,0
29056541,1,The role of artificial intelligence in the diagnosis of Helicobacter pylori gastritis based on endoscopic images has not been evaluated.,0
29056541,2,"We constructed a convolutional neural network (CNN), and evaluated its ability to diagnose H. pylori infection.",0
29056541,3,"A 22-layer, deep CNN was pre-trained and fine-tuned on a dataset of 32,208 images either positive or negative for H. pylori (first CNN).",0
29056541,4,Another CNN was trained using images classified according to 8 anatomical locations (secondary CNN).,0
29056541,5,"A separate test data set (11,481 images from 397 patients) was evaluated by the CNN, and 23 endoscopists, independently.",0
29056541,6,"The sensitivity, specificity, accuracy, and diagnostic time were 81.9%, 83.4%, 83.1%, and 198s, respectively, for the first CNN, and 88.9%, 87.4%, 87.7%, and 194s, respectively, for the secondary CNN.",0
29056541,7,"These values for the 23 endoscopists were 79.0%, 83.2%, 82.4%, and 230Â±65min (85.2%, 89.3%, 88.6%, and 253 ±92min by 6 board-certified endoscopists), respectively.",0
29056541,8,"The secondary CNN had a significantly higher accuracy than endoscopists (by 5.3%; 95% CI, 0.3-10.2).",0
29056541,9,H. pylori gastritis could be diagnosed based on endoscopic images using CNN with higher accuracy and in a considerably shorter time compared to manual diagnosis by endoscopists.,1
30286097,1,"Deep learning (DL) based solutions have been proposed for interpretation of several imaging modalities including radiography, CT, and MR.",0
30286097,2,"For chest radiographs, DL algorithms have found success in the evaluation of abnormalities such as lung nodules, pulmonary tuberculosis, cystic fibrosis, pneumoconiosis, and location of peripherally inserted central catheters.",0
30286097,3,Chest radiography represents the most commonly performed radiological test for a multitude of non-emergent and emergent clinical indications.,0
30286097,4,"This study aims to assess accuracy of deep learning (DL) algorithm for detection of abnormalities on routine frontal chest radiographs (CXR), and assessment of stability or change in findings over serial radiographs.",0
30286097,5,We processed 874 de-identified frontal CXR from 724 adult patients (> 18 years) with DL (Qure AI).,0
30286097,6,"Scores and prediction statistics from DL were generated and recorded for the presence of pulmonary opacities, pleural effusions, hilar prominence, and enlarged cardiac silhouette.",0
30286097,7,"To establish a standard of reference (SOR), two thoracic radiologists assessed all CXR for these abnormalities.",0
30286097,8,"Four other radiologists (test radiologists), unaware of SOR and DL findings, independently assessed the presence of radiographic abnormalities.",0
30286097,9,A total 724 radiographs were assessed for detection of findings.,0
30286097,10,A subset of 150 radiographs with follow up examinations was used to asses change over time.,0
30286097,11,Data were analyzed with receiver operating characteristics analyses and post-hoc power analysis.,0
30286097,12,About 42% (305/ 724) CXR had no findings according to SOR; single and multiple abnormalities were seen in 23% (168/724) and 35% (251/724) of CXR.,0
30286097,13,There was no statistical difference between DL and SOR for all abnormalities (p = 0.2-0.8).,0
30286097,14,"The area under the curve (AUC) for DL and test radiologists ranged between 0.837-0.929 and 0.693-0.923, respectively.",0
30286097,15,DL had lowest AUC (0.758) for assessing changes in pulmonary opacities over follow up CXR.,1
30286097,16,Presence of chest wall implanted devices negatively affected the accuracy of DL algorithm for evaluation of pulmonary and hilar abnormalities.,1
30286097,17,DL algorithm can aid in interpretation of CXR findings and their stability over follow up CXR.,0
30286097,18,"However, in its present version, it is unlikely to replace radiologists due to its limited specificity for categorizing specific findings.",1
29994412,1,Thyroid ultrasonography is a widely used clinical technique for nodule diagnosis in thyroid regions.,0
29994412,2,"However, it remains difficult to detect and recognize the nodules due to low contrast, high noise, and diverse appearance of nodules.",0
29994412,3,"In today's clinical practice, senior doctors could pinpoint nodules by analyzing global context features, local geometry structure, and intensity changes, which would require rich clinical experience accumulated from hundreds and thousands of nodule case studies.",0
29994412,4,"To alleviate doctors' tremendous labor in the diagnosis procedure, we advocate a machine learning approach to the detection and recognition tasks in this paper.",0
29994412,5,"In particular, we develop a multitask cascade convolution neural network (MC-CNN) framework to exploit the context information of thyroid nodules.",0
29994412,6,It may be noted that our framework is built upon a large number of clinically confirmed thyroid ultrasound images with accurate and detailed ground truth labels.,0
29994412,7,"Other key advantages of our framework result from a multitask cascade architecture, two stages of carefully designed deep convolution networks in order to detect and recognize thyroid nodules in a pyramidal fashion, and capturing various intrinsic features in a global-to-local way.",0
29994412,8,"Within our framework, the potential regions of interest after initial detection are further fed to the spatial pyramid augmented CNNs to embed multiscale discriminative information for fine-grained thyroid recognition.",0
29994412,9,Experimental results on 4309 clinical ultrasound images have indicated that our MC-CNN is accurate and effective for both thyroid nodules detection and recognition.,0
29994412,10,"For the correct diagnosis rate of malignant and benign thyroid nodules, its mean Average Precision (mAP) performance can achieve up to [Formula: see text] accuracy, which outperforms the common CNNs by [Formula: see text] on average.",0
29994412,11,"In addition, we conduct rigorous user studies to confirm that our MC-CNN outperforms experienced doctors, yet only consuming roughly [Formula: see text] ( 1/48) of doctors' examination time on average.",0
29994412,12,"Therefore, the accuracy and efficiency of our new method exhibit its great potential in clinical applications.",0
30258856,1,To evaluate the accuracy of a deep learning software (DLS) in the discrimination between phyllodes tumors (PT) and fibroadenomas (FA).,0
30258856,2,"|In this IRB-approved, retrospective, single-center study, we collected all ultrasound images of histologically secured PT (n = 11, 36 images) and a random control group with FA (n = 15, 50 images).",0
30258856,3,"The images were analyzed with a DLS designed for industrial grade image analysis, with 33 images withheld from training for validation purposes.",0
30258856,4,The lesions were also interpreted by four radiologists.,0
30258856,5,Diagnostic performance was assessed by the area under the receiver operating characteristic curve (AUC).,0
30258856,6,"Sensitivity, specificity, negative and positive predictive values were calculated at the optimal cut-off (Youden Index).",0
30258856,7,The DLS was able to differentiate between PT and FA with good diagnostic accuracy (AUC = 0.73) and high negative predictive value (NPV = 100%).,0
30258856,8,Radiologists showed comparable accuracy (AUC 0.60-0.77) at lower NPV (64-80%).,0
30258856,9,"When performing the readout together with the DLS recommendation, the radiologist's accuracy showed a non-significant tendency to improve (AUC 0.75-0.87, p = 0.07).",1
30258856,10,Deep learning based image analysis may be able to exclude PT with a high negative predictive value.,1
30258856,11,"Integration into the clinical workflow may enable radiologists to more confidently exclude PT, thereby reducing the number of unnecessary biopsies.",1
22969209,1,To study the role of time-intensity curve (TIC) analysis parameters in a complex system of neural networks designed to classify liver tumors.,0
22969209,2,"We prospectively included 112 patients with hepatocellular carcinoma (HCC) (n = 41), hypervascular (n = 20) and hypovascular (n = 12) liver metastases, hepatic hemangiomas (n = 16) or focal fatty changes (n = 23) who underwent contrast-enhanced ultrasonography in the Research Center of Gastroenterology and Hepatology, Craiova, Romania.",0
22969209,3,We recorded full length movies of all contrast uptake phases and post-processed them offline by selecting two areas of interest (one for the tumor and one for the healthy surrounding parenchyma) and consecutive TIC analysis.,0
22969209,4,"The difference in maximum intensities, the time to reaching them and the aspect of the late/portal phase, as quantified by the neural network and a ratio between median intensities of the central and peripheral areas were analyzed by a feed forward back propagation multi-layer neural network which was trained to classify data into five distinct classes, corresponding to each type of liver lesion.",0
22969209,5,The neural network had 94.45% training accuracy (95% CI: 89.31%-97.21%) and 87.12% testing accuracy (95% CI: 86.83%-93.17%).,0
22969209,6,"The automatic classification process registered 93.2% sensitivity, 89.7% specificity, 94.42% positive predictive value and 87.57% negative predictive value.",0
22969209,7,"The artificial neural networks (ANN) incorrectly classified as hemangyomas three HCC cases and two hypervascular metastases, while in turn misclassifying four liver hemangyomas as HCC (one case) and hypervascular metastases (three cases).",1
22969209,8,"Comparatively, human interpretation of TICs showed 94.1% sensitivity, 90.7% specificity, 95.11% positive predictive value and 88.89% negative predictive value.",0
22969209,9,"The accuracy and specificity of the ANN diagnosis system was similar to that of human interpretation of the TICs (P = 0.225 and P = 0.451, respectively).",0
22969209,10,Hepatocellular carcinoma cases showed contrast uptake during the arterial phase followed by wash-out in the portal and first seconds of the late phases.,0
22969209,11,"For the hypovascular metastases did not show significant contrast uptake during the arterial phase, which resulted in negative differences between the maximum intensities.",0
22969209,12,We registered wash-out in the late phase for most of the hypervascular metastases.,0
22969209,13,Liver hemangiomas had contrast uptake in the arterial phase without agent wash-out in the portal-late phases.,0
22969209,14,"The focal fatty changes did not show any differences from surrounding liver parenchyma, resulting in similar TIC patterns and extracted parameters.",0
22969209,15,"Neural network analysis of contrast-enhanced ultrasonography - obtained TICs seems a promising field of development for future techniques, providing fast and reliable diagnostic aid for the clinician.",1
24371102,1,We investigated whether transesophageal echocardiography (TEE) assisted with a computer-aided diagnostic (CAD) algorithm was superior to TEE in diagnosing left atrial (LA)/left atrial appendage (LAA) thrombi in patients with atrial fibrillation (AF) in a single prospective study.,0
24371102,2,"Transesophageal echocardiography was performed in patients with AF, and images were reconstructed.",0
24371102,3,Gray level co-occurrence matrix-based features were calculated and then classified using an artificial neural network.,0
24371102,4,The original data and processed images by the CAD system were studied by 5 radiologists independently in a blind manner.,0
24371102,5,The diagnostic performance of each radiologist was evaluated.,0
24371102,6,One hundred thirty patients with AF were investigated.,0
24371102,7,Thirty-one patients (23.9%) had a diagnosis of LA/LAA thrombi.,0
24371102,8,"The mean sensitivity ± SD of TEE for LA/LAA thrombi was 0.933 ± 0.027, which was noticeably improved by CAD (0.955 ± 0.021; P < .05).",0
24371102,9,"The specificity of TEE was 0.811 ± 0.055, which was markedly lower than that by TEE plus CAD (0.970 ± 0.009; P < .05).",0
24371102,10,"The positive predictive value of TEE was low (0.613 ± 0.073) compared to that of TEE plus CAD (0.908 ± 0.027; P < .001), whereas the negative predictive values were comparable for TEE, CAD, and TEE plus CAD.",0
24371102,11,Diagnosis of an LA/LAA thrombus by TEE plus CAD had a higher accuracy rate (0.966 ± 0.011) than that by TEE (0.840 ± 0.047; P < .01).,0
24371102,12,"The mean area under the receiver operating characteristic curve (Az) for TEE was 0.834 ± 0.009 (95% confidence interval [CI], 0.815-0.852), which was markedly lower than the Az for TEE plus CAD (0.932 ± 0.005; 95% CI, 0.921-0.943).",0
24371102,13,The use of CAD significantly improved the Az values for all 5 radiologists (P < .001).,0
24371102,14,The CAD algorithm significantly improves the diagnostic accuracy of TEE for LA/LAA thrombi in patients with AF.,0
30484822,1,Convolutional neural networks (CNNs) achieve expert-level accuracy in the diagnosis of pigmented melanocytic lesions.,0
30484822,2,"However, the most common types of skin cancer are nonpigmented and nonmelanocytic, and are more difficult to diagnose.",0
30484822,3,To compare the accuracy of a CNN-based classifier with that of physicians with different levels of experience.,0
30484822,4,"A CNN-based classification model was trained on 7895 dermoscopic and 5829 close-up images of lesions excised at a primary skin cancer clinic between January 1, 2008, and July 13, 2017, for a combined evaluation of both imaging methods.",0
30484822,5,"The combined CNN (cCNN) was tested on a set of 2072 unknown cases and compared with results from 95 human raters who were medical personnel, including 62 board-certified dermatologists, with different experience in dermoscopy.",0
30484822,6,The proportions of correct specific diagnoses and the accuracy to differentiate between benign and malignant lesions measured as an area under the receiver operating characteristic curve served as main outcome measures.,0
30484822,7,"Among 95 human raters (51.6% female; mean age, 43.4 years; 95% CI, 41.0-45.7 years), the participants were divided into 3 groups (according to years of experience with dermoscopy): beginner raters (<3 years), intermediate raters (3-10 years), or expert raters (>10 years).",0
30484822,8,"The area under the receiver operating characteristic curve of the trained cCNN was higher than human ratings (0.742; 95% CI, 0.729-0.755 vs 0.695; 95% CI, 0.676-0.713; P < .001).",0
30484822,9,"The specificity was fixed at the mean level of human raters (51.3%), and therefore the sensitivity of the cCNN (80.5%; 95% CI, 79.0%-82.1%) was higher than that of human raters (77.6%; 95% CI, 74.7%-80.5%).",0
30484822,10,"The cCNN achieved a higher percentage of correct specific diagnoses compared with human raters (37.6%; 95% CI, 36.6%-38.4% vs 33.5%; 95% CI, 31.5%-35.6%; P = .001) but not compared with experts (37.3%; 95% CI, 35.7%-38.8% vs 40.0%; 95% CI, 37.0%-43.0%; P = .18).",1
30484822,11,Neural networks are able to classify dermoscopic and close-up images of nonpigmented lesions as accurately as human experts in an experimental setting.,0
29955910,1,To compare performances in diagnosing intertrochanteric hip fractures from proximal femoral radiographs between a convolutional neural network and orthopedic surgeons.,0
29955910,2,"In total, 1773 patients were enrolled in this study.",0
29955910,3,Hip plain radiographs from these patients were cropped to display only proximal fractured and non-fractured femurs.,0
29955910,4,Images showing pseudarthrosis after femoral neck fracture and those showing artificial objects were excluded.,0
29955910,5,This yielded a total of 3346 hip images (1773 fractured and 1573 non-fractured hip images) that were used to compare performances between the convolutional neural network and five orthopedic surgeons.,0
29955910,6,"The convolutional neural network and orthopedic surgeons had accuracies of 95.5% (95% CI = 93.1-97.6) and 92.2% (95% CI = 89.2-94.9), sensitivities of 93.9% (95% CI = 90.1-97.1) and 88.3% (95% CI = 83.3-92.8), and specificities of 97.4% (95% CI = 94.5-99.4) and 96.8% (95% CI = 95.1-98.4), respectively.",0
29955910,7,The performance of the convolutional neural network exceeded that of orthopedic surgeons in detecting intertrochanteric hip fractures from proximal femoral radiographs under limited conditions.,1
29955910,8,"The convolutional neural network has a significant potential to be a useful tool for screening for fractures on plain radiographs, especially in the emergency room, where orthopedic surgeons are not readily available.",0
28130689,1,This study aimed to compare one state-of-the-art deep learning method and four classical machine learning methods for classifying mediastinal lymph node metastasis of non-small cell lung cancer (NSCLC) from 18F-FDG PET/CT images.,0
28130689,2,"Another objective was to compare the discriminative power of the recently popular PET/CT texture features with the widely used diagnostic features such as tumor size, CT value, SUV, image contrast, and intensity standard deviation.",0
28130689,3,"The four classical machine learning methods included random forests, support vector machines, adaptive boosting, and artificial neural network.",0
28130689,4,The deep learning method was the convolutional neural networks (CNN).,0
28130689,5,"The five methods were evaluated using 1397 lymph nodes collected from PET/CT images of 168 patients, with corresponding pathology analysis results as gold standard.",0
28130689,6,"The comparison was conducted using 10 times 10-fold cross-validation based on the criterion of sensitivity, specificity, accuracy (ACC), and area under the ROC curve (AUC).",0
28130689,7,"For each classical method, different input features were compared to select the optimal feature set.",0
28130689,8,"Based on the optimal feature set, the classical methods were compared with CNN, as well as with human doctors from our institute.",0
28130689,9,"For the classical methods, the diagnostic features resulted in 81~85% ACC and 0.87~0.92 AUC, which were significantly higher than the results of texture features.",0
28130689,10,"CNN's sensitivity, specificity, ACC, and AUC were 84, 88, 86, and 0.91, respectively.",0
28130689,11,There was no significant difference between the results of CNN and the best classical method.,1
28130689,12,"The sensitivity, specificity, and ACC of human doctors were 73, 90, and 82, respectively.",0
28130689,13,All the five machine learning methods had higher sensitivities but lower specificities than human doctors.,1
28130689,14,The present study shows that the performance of CNN is not significantly different from the best classical methods and human doctors for classifying mediastinal lymph node metastasis of NSCLC from PET/CT images.,0
28130689,15,"Because CNN does not need tumor segmentation or feature calculation, it is more convenient and more objective than the classical methods.",0
28130689,16,"However, CNN does not make use of the import diagnostic features, which have been proved more discriminative than the texture features for classifying small-sized lymph nodes.",1
28130689,17,"Therefore, incorporating the diagnostic features into CNN is a promising direction for future research.",0
30050783,1,Identification of pre-invasive lesions (PILs) and invasive adenocarcinomas (IACs) can facilitate treatment selection.,0
30050783,2,This study aimed to develop an automatic classification framework based on a 3D convolutional neural network (CNN) to distinguish different types of lung cancer using computed tomography (CT) data.,0
30050783,3,"The CT data of 1,545 patients suffering from pre-invasive or invasive lung cancer were collected from Fudan University Shanghai Cancer Center.",0
30050783,4,All of the data were preprocessed through lung mask extraction and 3D reconstruction to adapt to different imaging scanners or protocols.,0
30050783,5,The general flow for the classification framework consisted of nodule detection and cancer classification.,0
30050783,6,"The performance of our classification algorithm was evaluated using a receiver operating characteristic (ROC) analysis, with diagnostic results from three experienced radiologists.",0
30050783,7,"The sensitivity, specificity, accuracy, and AUC (area under the ROC curve) values of our proposed automatic classification method were 88.5%, 80.1%, 84.0%, and 89.2%, respectively.",0
30050783,8,The results of the CNN classification method were compared to those of three experienced radiologists.,0
30050783,9,The AUC value of our method (AUC =0.892) was higher than those of all radiologists (radiologist 1: 80.5%; radiologist 2: 83.9%; and radiologist 3: 86.7%).,0
30050783,10,The 3D CNN-based classification algorithm is a promising tool for the diagnosis of pre-invasive and invasive lung cancer and for the treatment choice decision.,0
30621704,1,"In this study, images of 2450 benign thyroid nodules and 2557 malignant thyroid nodules were collected and labeled, and an automatic image recognition and diagnosis system was established by deep learning using the YOLOv2 neural network.",0
30621704,2,"The performance of the system in the diagnosis of thyroid nodules was evaluated, and the application value of artificial intelligence in clinical practice was investigated.",0
30621704,3,The ultrasound images of 276 patients were retrospectively selected.,0
30621704,4,The diagnoses of the radiologists were determined according to the Thyroid Imaging Reporting and Data System; the images were automatically recognized and diagnosed by the established artificial intelligence system.,0
30621704,5,Pathological diagnosis was the gold standard for the final diagnosis.,0
30621704,6,The performances of the established system and the radiologists in diagnosing the benign and malignant thyroid nodules were compared.,0
30621704,7,"The artificial intelligence diagnosis system correctly identified the lesion area, with an area under the receiver operating characteristic (ROC) curve of 0.902, which is higher than that of the radiologists (0.859).",0
30621704,8,This finding indicates a higher diagnostic accuracy (p = 0.0434).,0
30621704,9,"The sensitivity, positive predictive value, negative predictive value, and accuracy of the artificial intelligence diagnosis system for the diagnosis of malignant thyroid nodules were 90.5%, 95.22%, 80.99%, and 90.31%, respectively, and the performance did not significantly differ from that of the radiologists (p > 0.05).",0
30621704,10,"The artificial intelligence diagnosis system had a higher specificity (89.91% vs 77.98%, p = 0.026).",0
30621704,11,"Compared with the performance of experienced radiologists, the artificial intelligence system has comparable sensitivity and accuracy for the diagnosis of malignant thyroid nodules and better diagnostic ability for benign thyroid nodules.",0
30621704,12,"As an auxiliary tool, this artificial intelligence diagnosis system can provide radiologists with sufficient assistance in the diagnosis of benign and malignant thyroid nodules.",0
24619240,1,DMSA imaging is carried out in nuclear medicine to assess the level of functional renal tissue in patients.,0
24619240,2,This study investigated the use of an artificial neural network to perform diagnostic classification of these scans.,0
24619240,3,"Using the radiological report as the gold standard, the network was trained to classify DMSA scans as positive or negative for defects using a representative sample of 257 previously reported images.",0
24619240,4,The trained network was then independently tested using a further 193 scans and achieved a binary classification accuracy of 95.9%.,0
24619240,5,"The performance of the network was compared with three qualified expert observers who were asked to grade each scan in the 193 image testing set on a six point defect scale, from 'definitely normal' to 'definitely abnormal'.",0
24619240,6,"A receiver operating characteristic analysis comparison between a consensus operator, generated from the scores of the three expert observers, and the network revealed a statistically significant increase (± < 0.05) in performance between the network and operators.",0
24619240,7,"A further result from this work was that when suitably optimized, a negative predictive value of 100% for renal defects was achieved by the network, while still managing to identify 93% of the negative cases in the dataset.",0
24619240,8,These results are encouraging for application of such a network as a screening tool or quality assurance assistant in clinical practice.,0
30861533,1,Gastric cancer is the third most lethal malignancy worldwide.,0
30861533,2,A novel deep convolution neural network (DCNN) to perform visual tasks has been recently developed.,0
30861533,3,The aim of this study was to build a system using the DCNN to detect early gastric cancer (EGC) without blind spots during esophagogastroduodenoscopy (EGD).|3170 gastric cancer and 5981 benign images were collected to train the DCNN to detect EGC.,0
30861533,4,A total of 24549 images from different parts of stomach were collected to train the DCNN to monitor blind spots.,0
30861533,5,Class activation maps were developed to automatically cover suspicious cancerous regions.,0
30861533,6,A grid model for the stomach was used to indicate the existence of blind spots in unprocessed EGD videos.,0
30861533,7,"The DCNN identified EGC from non-malignancy with an accuracy of 92.5 %, a sensitivity of 94.0 %, a specificity of 91.0 %, a positive predictive value of 91.3 %, and a negative predictive value of 93.8 %, outperforming all levels of endoscopists.",0
30861533,8,"In the task of classifying gastric locations into 10 or 26 parts, the DCNN achieved an accuracy of 90 % or 65.9 %, on a par with the performance of experts.",0
30861533,9,"In real-time unprocessed EGD videos, the DCNN achieved automated performance for detecting EGC and monitoring blind spots.",0
30861533,10,"We developed a system based on a DCNN to accurately detect EGC and recognize gastric locations better than endoscopists, and proactively track suspicious cancerous lesions and monitor blind spots during EGD.",0
31041565,1,"To evaluate the performance of a novel three-dimensional (3D) joint convolutional and recurrent neural network (CNN-RNN) for the detection of intracranial hemorrhage (ICH) and its five subtypes (cerebral parenchymal, intraventricular, subdural, epidural, and subarachnoid) in non-contrast head CT.",0
31041565,2,"A total of 2836 subjects (ICH/normal, 1836/1000) from three institutions were included in this ethically approved retrospective study, with a total of 76,621 slices from non-contrast head CT scans.",0
31041565,3,"ICH and its five subtypes were annotated by three independent experienced radiologists, with majority voting as reference standard for both the subject level and the slice level.",0
31041565,4,"Ninety percent of data was used for training and validation, and the rest 10% for final evaluation.",0
31041565,5,"A joint CNN-RNN classification framework was proposed, with the flexibility to train when subject-level or slice-level labels are available.",0
31041565,6,The predictions were compared with the interpretations from three junior radiology trainees and an additional senior radiologist.,0
31041565,7,It took our algorithm less than 30 s on average to process a 3D CT scan.,0
31041565,8,"For the two-type classification task (predicting bleeding or not), our algorithm achieved excellent values (≥0.98) across all reporting metrics on the subject level.",0
31041565,9,"For the five-type classification task (predicting five subtypes), our algorithm achieved > 0.8 AUC across all subtypes.",0
31041565,10,The performance of our algorithm was generally superior to the average performance of the junior radiology trainees for both two-type and five-type classification tasks.,1
31041565,11,"|The proposed method was able to accurately detect ICH and its subtypes with fast speed, suggesting its potential for assisting radiologists and physicians in their clinical diagnosis workflow.",1
31041565,12,"A 3D joint CNN-RNN deep learning framework was developed for ICH detection and subtype classification, which has the flexibility to train with either subject-level labels or slice-level labels.",0
31041565,13,This deep learning framework is fast and accurate at detecting ICH and its subtypes.,0
31041565,14,"The performance of the automated algorithm was superior to the average performance of three junior radiology trainees in this work, suggesting its potential to reduce initial misinterpretations.",1
29513718,1,"Acral melanoma is the most common type of melanoma in Asians, and usually results in a poor prognosis due to late diagnosis.",0
29513718,2,We applied a convolutional neural network to dermoscopy images of acral melanoma and benign nevi on the hands and feet and evaluated its usefulness for the early diagnosis of these conditions.,0
29513718,3,"A total of 724 dermoscopy images comprising acral melanoma (350 images from 81 patients) and benign nevi (374 images from 194 patients), and confirmed by histopathological examination, were analyzed in this study.",0
29513718,4,"To perform the 2-fold cross validation, we split them into two mutually exclusive subsets: half of the total image dataset was selected for training and the rest for testing, and we calculated the accuracy of diagnosis comparing it with the dermatologist's and non-expert's evaluation.",0
29513718,5,"The accuracy (percentage of true positive and true negative from all images) of the convolutional neural network was 83.51% and 80.23%, which was higher than the non-expert's evaluation (67.84%, 62.71%) and close to that of the expert (81.08%, 81.64%).",1
29513718,6,"Moreover, the convolutional neural network showed area-under-the-curve values like 0.8, 0.84 and Youden's index like 0.6795, 0.6073, which were similar score with the expert.",0
29513718,7,"Although further data analysis is necessary to improve their accuracy, convolutional neural networks would be helpful to detect acral melanoma from dermoscopy images of the hands and feet.",1
30279243,1,":Identification of early-stage pulmonary adenocarcinomas before surgery, especially in cases of subcentimeter cancers, would be clinically important and could provide guidance to clinical decision making.",0
30279243,2,"In this study, we developed a deep learning system based on 3D convolutional neural networks and multitask learning, which automatically predicts tumor invasiveness, together with 3D nodule segmentation masks.",0
30279243,3,The system processes a 3D nodule-centered patch of preprocessed CT and learns a deep representation of a given nodule without the need for any additional information.,0
30279243,4,"A dataset of 651 nodules with manually segmented voxel-wise masks and pathological labels of atypical adenomatous hyperplasia (AAH), adenocarcinomas in situ (AIS), minimally invasive adenocarcinoma (MIA), and invasive pulmonary adenocarcinoma (IA) was used in this study.",0
30279243,5,We trained and validated our deep learning system on 523 nodules and tested its performance on 128 nodules.,0
30279243,6,"An observer study with 2 groups of radiologists, 2 senior and 2 junior, was also investigated.",0
30279243,7,"We merged AAH and AIS into one single category AAH-AIS, comprising a 3-category classification in our study.",0
30279243,8,"The proposed deep learning system achieved better classification performance than the radiologists; in terms of 3-class weighted average F1 score, the model achieved 63.3% while the radiologists achieved 55.6%, 56.6%, 54.3%, and 51.0%, respectively.",0
30279243,9,"These results suggest that deep learning methods improve the yield of discriminative results and hold promise in the CADx application domain, which could help doctors work efficiently and facilitate the application of precision medicine.",1
30279243,10,SIGNIFICANCE: Machine learning tools are beginning to be implemented for clinical applications.,0
30279243,11,"This study represents an important milestone for this emerging technology, which could improve therapy selection for patients with lung cancer.",1
30193354,1,This study uses fundus images from a national data set to assess 2 deep learning methods for referability classification of age-related macular degeneration.,0
NOID1,1,Diabetes is threatening the health of many people in the world.,0
NOID1,2,People may be diagnosed with diabetes only when symptoms or complications such as diabetic retinopathy start to appear.,0
NOID1,3,Retinal images reflect the health of the circulatory system and they are considered as a cheap and patient-friendly source of information for diagnosis purposes.,0
NOID1,4,Convolutional neural networks have enhanced the performance of conventional image processing techniques significantly by neglecting inconsistent feature extraction pipelines and learning informative features automatically from data.,0
